CODE,FLIGHTNUMBER,ADDEP,ORIGEM,ADDES,DESTINO,DATA,ROUTE,FIXOENTRADA,FIXOSAIDA,NIVEL
ONE6175SBFLSBGR,ONE6175,SBFL,FLORIANÓPOLIS,SBGR,SÃOPAULO,01-AUG-1507.55.12.000000000PM,DCT AE014 H330,SDMV,ETA,F180
PTVEVSBPASBGR,PTVEV,SBPA,PORTOALEGRE,SBGR,SÃOPAULO,01-AUG-1512.00.00.000000000AM,DCT ARE,MOMVA,ETA,F180
TAM3440SBGLSBGR,TAM3440,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1509.41.22.000000000AM,DCT ARE,MOMVA,ETA,F180
TAM3301SBFZSBGR,TAM3301,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1512.45.27.000000000AM,DCT ARE,MOMVA,ETA,F180
GLO1731SBNFSBGR,GLO1731,SBNF,NAVEGANTES,SBGR,SÃOPAULO,01-AUG-1511.37.48.000000000AM,DCT AU006,JAU,AU006,F180
TAM3578SBBRSBGR,TAM3578,SBBR,BRASÍLIA,SBGR,SÃOPAULO,01-AUG-1502.42.07.000000000PM,DCT H302,SDLU,ETA,F065
TAM3325SBFZSBGR,TAM3325,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1502.14.37.000000000PM,DCT ARE,MOMVA,ETA,F180
GLO1703SBRJSBGR,GLO1703,SBRJ,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1512.34.23.000000000PM,DCT ARE,MOMVA,ETA,F180
ONE6355SBSVSBGR,ONE6355,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1509.49.47.000000000PM,DCT,R155,ML003,F160
TAM9047SBRFSBGR,TAM9047,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1511.49.53.000000000PM,TGL NF,PBELO,ETA,A010
ONE6365SBMOSBGR,ONE6365,SBMO,MACEIÓ,SBGR,SÃOPAULO,01-AUG-1511.55.16.000000000AM,DCT ML003,R135,ML003,F160
TAM3387SBBESBGR,TAM3387,SBBE,BELÉM,SBGR,SÃOPAULO,01-AUG-1501.41.54.000000000PM,DCT,SDLP,ML011,F200
TAM3395SBRPSBGR,TAM3395,SBRP,RIBEIRÃOPRETO,SBGR,SÃOPAULO,01-AUG-1502.16.44.000000000PM,DCT,SDLP,ML011,F200
GLO1771SBPSSBGR,GLO1771,SBPS,PORTOSEGURO,SBGR,SÃOPAULO,01-AUG-1501.05.10.000000000PM,DCT UMBAD DCT KEVUN/N0150F045 VFR DCT,UMBAD,VFR,F100
PTB9795SBULSBGR,PTB9795,SBUL,UBERLÂNDIA,SBGR,SÃOPAULO,01-AUG-1511.25.42.000000000AM,TGL SDBK H187,R060,SDBK,F065
TAM3877SBCYSBGR,TAM3877,SBCY,CUIABÁ,SBGR,SÃOPAULO,01-AUG-1504.13.23.000000000PM,DCT H310,STMA,ETA,F065
TAM3669SBGLSBGR,TAM3669,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1501.56.58.000000000AM,DCT H302,SDLU,ETA,F065
TAM3647SBRFSBGR,TAM3647,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1506.09.04.000000000AM,DCT H302,SDLU,ETA,F065
PTOEXSBSPSBGR,PTOEX,SBSP,SÃOPAULO,SBGR,SÃOPAULO,01-AUG-1508.30.00.000000000PM,*FLECHA150 ARE H309 DCT,R140,ARE,F160
TAM3399SBSVSBGR,TAM3399,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1509.25.45.000000000AM,DCT,SDLP,ML011,F200
GLO1691SBBRSBGR,GLO1691,SBBR,BRASÍLIA,SBGR,SÃOPAULO,01-AUG-1512.14.17.000000000AM,*FLECHA150 ARE H309 DCT,R140,ARE,F160
TAM3647SBRFSBGR,TAM3647,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1505.33.55.000000000AM,DCT H302,SDLU,ETA,F065
TAM3549SBRFSBGR,TAM3549,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1505.45.12.000000000PM,DCT H302,SDLU,ETA,F065
TAM3848SBPASBGR,TAM3848,SBPA,PORTOALEGRE,SBGR,SÃOPAULO,01-AUG-1512.15.00.000000000PM,DCT H310,STMA,ETA,F065
TAM3155SBSVSBGR,TAM3155,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1509.37.17.000000000PM,DCT,SDLP,ML011,F200
SID9979SBGLSBGR,SID9979,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1503.44.13.000000000AM,DCT,SDLP,ML011,F200
TUS6569SBRFSBGR,TUS6569,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1503.43.46.000000000AM,IFR BRUH260/F050,SDBY,BRU,F060
TAM3155SBSVSBGR,TAM3155,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1509.03.12.000000000PM,DCT,SDLP,ML011,F200
ONE6381SBCYSBGR,ONE6381,SBCY,CUIABÁ,SBGR,SÃOPAULO,01-AUG-1502.38.58.000000000PM,DCT H325,R120,ETA,F180
TAM3653SBPSSBGR,TAM3653,SBPS,PORTOSEGURO,SBGR,SÃOPAULO,01-AUG-1502.46.20.000000000PM,DCT H302,SDLU,ETA,F065
TAM3455SBBESBGR,TAM3455,SBBE,BELÉM,SBGR,SÃOPAULO,01-AUG-1509.33.07.000000000PM,DCT,SDLP,ML011,F200
TAM3375SBVTSBGR,TAM3375,SBVT,VITÓRIA,SBGR,SÃOPAULO,01-AUG-1510.36.12.000000000PM,DCT,SDLP,ML011,F200
TAM3503SBRFSBGR,TAM3503,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1501.01.51.000000000PM,DCT H302,SDLU,ETA,F065
TAM3441SBCFSBGR,TAM3441,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1510.10.35.000000000AM,DCT,SDLP,ML011,F200
TUS6569SBRFSBGR,TUS6569,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1504.22.34.000000000AM,IFR BRUH260/F050,SDBY,BRU,F060
ONE6319SBFLSBGR,ONE6319,SBFL,FLORIANÓPOLIS,SBGR,SÃOPAULO,01-AUG-1511.35.12.000000000AM,W45 GAXAM DCT,GAXAM,GAXAM,F190
TAM3296SBPASBGR,TAM3296,SBPA,PORTOALEGRE,SBGR,SÃOPAULO,01-AUG-1511.56.03.000000000PM,DCT,SDLP,ML011,F200
TAM4676SBBESBGR,TAM4676,SBBE,BELÉM,SBGR,SÃOPAULO,01-AUG-1509.52.51.000000000AM,DCT H310,STMA,ETA,F065
TAM3515SBRFSBGR,TAM3515,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1502.48.26.000000000PM,DCT H302,SDLU,ETA,F065
GLO2077SBJUSBGR,GLO2077,SBJU,JUAZEIRODONORTE,SBGR,SÃOPAULO,01-AUG-1509.51.48.000000000AM,DCT H305,R170,ETA,F180
TAM3687SBGLSBGR,TAM3687,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1511.26.15.000000000PM,DCT H302,SDLU,ETA,F065
TAM3525SBRFSBGR,TAM3525,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1502.35.02.000000000AM,DCT H302,SDLU,ETA,F065
PTB2371SBULSBGR,PTB2371,SBUL,UBERLÂNDIA,SBGR,SÃOPAULO,01-AUG-1502.55.48.000000000PM,REC MEDIT ESLIB IRUMI NAXOV,NAXOV,NAXOV,F360
PTB2369SBULSBGR,PTB2369,SBUL,UBERLÂNDIA,SBGR,SÃOPAULO,01-AUG-1512.42.20.000000000AM,REC MEDIT ESLIB IRUMI NAXOV,NAXOV,NAXOV,F360
TAM3179SBSVSBGR,TAM3179,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1501.26.36.000000000PM,DCT,SDLP,ML011,F200
PPJGVSBGOSBGR,PPJGV,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1510.56.09.000000000PM,DCT,R150,ML011,F180
ONE6311SBSVSBGR,ONE6311,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1502.46.30.000000000PM,DCT,R150,ML011,F180
TAM4689SBFZSBGR,TAM4689,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1501.16.33.000000000AM,DCT H310,STMA,ETA,F065
GLO1781SBGOSBGR,GLO1781,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1512.26.59.000000000PM,DCT,R150,ML011,F180
TAM3645SBMOSBGR,TAM3645,SBMO,MACEIÓ,SBGR,SÃOPAULO,01-AUG-1509.07.08.000000000AM,DCT H302,SDLU,ETA,F065
GLO1285SBRFSBGR,GLO1285,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1504.21.43.000000000PM,DCT,SDLP,ML011,F200
TAM3637SBMOSBGR,TAM3637,SBMO,MACEIÓ,SBGR,SÃOPAULO,01-AUG-1510.10.36.000000000PM,DCT H302,SDLU,ETA,F065
AZU5125SBGOSBGR,AZU5125,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1509.06.06.000000000PM,DCT,SDLP,ML011,F200
AZU6940SBPASBGR,AZU6940,SBPA,PORTOALEGRE,SBGR,SÃOPAULO,01-AUG-1508.27.12.000000000PM,DCT,SDLP,ML011,F200
TAM3391SBFZSBGR,TAM3391,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1502.16.34.000000000AM,DCT H302,SDLU,ETA,F065
ONE6379SBFZSBGR,ONE6379,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1504.27.36.000000000AM,DCT AE014,R125,AE014,F160
TAM3511SBGLSBGR,TAM3511,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1504.11.17.000000000PM,DCT H302,SDLU,ETA,F065
GLO1173SBSVSBGR,GLO1173,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1508.08.00.000000000AM,DCT ML003 H310,MOMVA,ML003,F180
TAM3637SBMOSBGR,TAM3637,SBMO,MACEIÓ,SBGR,SÃOPAULO,01-AUG-1510.46.49.000000000PM,DCT H302,SDLU,ETA,F065
TAM3805SBSVSBGR,TAM3805,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1507.09.20.000000000PM,DCT H310,STMA,ETA,F065
GLO2061SBMOSBGR,GLO2061,SBMO,MACEIÓ,SBGR,SÃOPAULO,01-AUG-1509.37.12.000000000AM,DCT AE014 RNAV-17 H330,R110,AE014,F180
ONE6315SBSVSBGR,ONE6315,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1508.11.46.000000000PM,DCT AE014 RNAV-17 H330,R110,AE014,F180
AZU5132SBRJSBGR,AZU5132,SBRJ,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1502.25.48.000000000AM,DCT H325,R110,STMA,F180
GLO2053SBGLSBGR,GLO2053,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1511.08.37.000000000PM,DCT H320,R110,ETA,F180
PTB2317SBRPSBGR,PTB2317,SBRP,RIBEIRÃOPRETO,SBGR,SÃOPAULO,01-AUG-1512.29.54.000000000AM,DCT PARANAPANEMA,LINS,ETA,F095
PTB2235SBQVSBGR,PTB2235,SBQV,VITÓRIADACONQUISTA,SBGR,SÃOPAULO,01-AUG-1509.00.53.000000000PM,DCT PARANAPANEMA,LINS,ETA,F095
PTKZRSBSPSBGR,PTKZR,SBSP,SÃOPAULO,SBGR,SÃOPAULO,01-AUG-1503.00.00.000000000PM,DCT H118,ETMA,ETA,F075
TAM3631SBCYSBGR,TAM3631,SBCY,CUIABÁ,SBGR,SÃOPAULO,01-AUG-1509.59.08.000000000AM,DCT H302,SDLU,ETA,F065
TAM3491SBLOSBGR,TAM3491,SBLO,LONDRINA,SBGR,SÃOPAULO,01-AUG-1502.15.12.000000000PM,DCT H302,SDLU,ETA,F065
TAM9017SBSVSBGR,TAM9017,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1505.39.59.000000000PM,TGL NF,PBELO,ETA,A010
TAM3645SBMOSBGR,TAM3645,SBMO,MACEIÓ,SBGR,SÃOPAULO,01-AUG-1508.28.23.000000000AM,DCT H302,SDLU,ETA,F065
TAM3297SBPASBGR,TAM3297,SBPA,PORTOALEGRE,SBGR,SÃOPAULO,01-AUG-1510.24.00.000000000AM,DCT H302,SDLU,ETA,F065
TAM9017SBSVSBGR,TAM9017,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1503.07.00.000000000PM,TGL NF,PBELO,ETA,A010
TAM3603SBPSSBGR,TAM3603,SBPS,PORTOSEGURO,SBGR,SÃOPAULO,01-AUG-1512.02.46.000000000AM,DCT H302,SDLU,ETA,F065
ONE6325SBRFSBGR,ONE6325,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1509.09.59.000000000PM,DCT AE014,SDMV,AE014,F160
GLO1293SBRFSBGR,GLO1293,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1501.42.42.000000000AM,DCT AE014,SDMV,AE014,F160
TAM3181SBBRSBGR,TAM3181,SBBR,BRASÍLIA,SBGR,SÃOPAULO,01-AUG-1509.30.57.000000000AM,DCT H302,SDLU,ETA,F065
TAM3321SBSLSBGR,TAM3321,SBSL,SÃOLUÍS,SBGR,SÃOPAULO,01-AUG-1509.04.01.000000000PM,DCT H302,SDLU,ETA,F065
GLO1877SBCYSBGR,GLO1877,SBCY,CUIABÁ,SBGR,SÃOPAULO,01-AUG-1501.07.13.000000000AM,DCT,R176,NERVO,F180
AZU9541SBCFSBGR,AZU9541,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1502.05.06.000000000PM,DCT,R176,NERVO,F180
TAM3499SBRFSBGR,TAM3499,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1507.47.02.000000000AM,DCT H302,SDLU,ETA,F065
GLO2061SBMOSBGR,GLO2061,SBMO,MACEIÓ,SBGR,SÃOPAULO,01-AUG-1508.45.09.000000000AM,UZ16 AMENT DCT,AMENT,AMENT,F130
GLO1169SBSVSBGR,GLO1169,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1509.35.25.000000000PM,DCT XOMOD UZ30 ENTIT DCT,ESKIP,MOTMA,F360
ONE6363SBGOSBGR,ONE6363,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1502.18.37.000000000AM,DCT XOMOD UZ30 ENTIT DCT,ESKIP,MOTMA,F360
TAM3501SBRFSBGR,TAM3501,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1509.43.19.000000000AM,DCT H302,SDLU,ETA,F065
TAM3328SBCTSBGR,TAM3328,SBCT,CURITIBA,SBGR,SÃOPAULO,01-AUG-1506.39.48.000000000PM,DCT H302,SDLU,ETA,F065
AZU5190SBCFSBGR,AZU5190,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1507.51.03.000000000PM,DCT ML003 RNAV 03,R140,ML003,F160
GLO1745SBGLSBGR,GLO1745,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1502.18.51.000000000PM,DCT,R120,ETA,F180
GLO1713SBRJSBGR,GLO1713,SBRJ,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1510.08.30.000000000PM,UZ16 AMENT DCT,AMENT,AMENT,F130
GLO2009SBCFSBGR,GLO2009,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1510.28.10.000000000PM,UZ16 AMENT DCT,AMENT,AMENT,F130
TAM3667SBTESBGR,TAM3667,SBTE,TERESINA,SBGR,SÃOPAULO,01-AUG-1509.17.28.000000000AM,DCT H302,SDLU,ETA,F065
TAM3897SBSVSBGR,TAM3897,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1511.34.28.000000000PM,DCT H310,STMA,ETA,F065
TAM3179SBSVSBGR,TAM3179,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1502.01.56.000000000PM,DCT H302,SDLU,ETA,F065
GLO1715SBRJSBGR,GLO1715,SBRJ,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1511.23.09.000000000PM,DCT ARE,R120,AE014,F180
SID9975SBBRSBGR,SID9975,SBBR,BRASÍLIA,SBGR,SÃOPAULO,01-AUG-1503.42.12.000000000AM,DCT H302,SDLU,ETA,F065
GLO1803SBCFSBGR,GLO1803,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1511.49.59.000000000AM,DCT,R120,ETA,F180
TAM3513SBARSBGR,TAM3513,SBAR,ARACAJU,SBGR,SÃOPAULO,01-AUG-1505.20.00.000000000AM,DCT H302,SDLU,ETA,F065
SID9971SBTESBGR,SID9971,SBTE,TERESINA,SBGR,SÃOPAULO,01-AUG-1503.17.52.000000000AM,DCT H302,SDLU,ETA,F065
TAM3815SBSVSBGR,TAM3815,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1502.13.29.000000000AM,DCT H310,STMA,ETA,F065
TAM3467SBGOSBGR,TAM3467,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1511.58.07.000000000PM,DCT H302,SDLU,ETA,F065
TAM3495SBGLSBGR,TAM3495,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1506.10.07.000000000PM,DCT H302,SDLU,ETA,F065
SID9973SBCFSBGR,SID9973,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1504.52.45.000000000AM,DCT H302,SDLU,ETA,F065
TAM3575SBBRSBGR,TAM3575,SBBR,BRASÍLIA,SBGR,SÃOPAULO,01-AUG-1501.24.51.000000000AM,DCT H302,SDLU,ETA,F065
ONE6303SBRFSBGR,ONE6303,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1501.49.14.000000000AM,DCT H320,R110,ETA,F180
TAM3323SBFZSBGR,TAM3323,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1509.33.02.000000000AM,DCT H302,SDLU,ETA,F065
TAM3156SBCTSBGR,TAM3156,SBCT,CURITIBA,SBGR,SÃOPAULO,01-AUG-1502.28.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3359SBJPSBGR,TAM3359,SBJP,JOÃOPESSOA,SBGR,SÃOPAULO,01-AUG-1509.54.56.000000000AM,DCT H302,SDLU,ETA,F065
GLO1693SBBRSBGR,GLO1693,SBBR,BRASÍLIA,SBGR,SÃOPAULO,01-AUG-1502.09.22.000000000AM,DCT H318,R156,ETA,F140
TAM3499SBRFSBGR,TAM3499,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1508.23.13.000000000AM,DCT H302,SDLU,ETA,F065
TAM3515SBRFSBGR,TAM3515,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1502.14.33.000000000PM,DCT H302,SDLU,ETA,F065
TAM3513SBARSBGR,TAM3513,SBAR,ARACAJU,SBGR,SÃOPAULO,01-AUG-1507.24.31.000000000AM,DCT H302,SDLU,ETA,F065
TAM3525SBRFSBGR,TAM3525,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1501.51.07.000000000AM,DCT H302,SDLU,ETA,F065
ONE6313SBSVSBGR,ONE6313,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1502.20.44.000000000AM,HDG,SBXG,SBXG,F120
GLO1281SBRFSBGR,GLO1281,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1507.37.36.000000000AM,HDG,SBXG,SBXG,F120
TAM3399SBSVSBGR,TAM3399,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1508.37.05.000000000AM,DCT H302,SDLU,ETA,F065
PTB2223SBQVSBGR,PTB2223,SBQV,VITÓRIADACONQUISTA,SBGR,SÃOPAULO,01-AUG-1502.36.50.000000000PM,DCT H312,SDLP,ETA,F085
RIO5979SBGLSBGR,RIO5979,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1509.02.00.000000000AM,DCT H302,SDLU,ETA,F065
PTB2345SBSRSBGR,PTB2345,SBSR,SÃOJOSÉDORIOPRETO,SBGR,SÃOPAULO,01-AUG-1508.41.07.000000000PM,DCT H150 PEDRAS,SIGAK,ETA,F115
TAM3815SBSVSBGR,TAM3815,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1501.34.37.000000000AM,DCT H310,STMA,ETA,F065
TAM3507SBRFSBGR,TAM3507,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1506.46.24.000000000PM,DCT H302,SDLU,ETA,F065
TAM3653SBPSSBGR,TAM3653,SBPS,PORTOSEGURO,SBGR,SÃOPAULO,01-AUG-1502.11.38.000000000PM,DCT H302,SDLU,ETA,F065
TAM3343SBCFSBGR,TAM3343,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1503.51.22.000000000PM,DCT H302,SDLU,ETA,F065
TAM3246SBPSSBGR,TAM3246,SBPS,PORTOSEGURO,SBGR,SÃOPAULO,01-AUG-1510.04.56.000000000PM,DCT H302,SDLU,ETA,F065
TAM9241SBSVSBGR,TAM9241,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1505.16.52.000000000AM,TGL NF,PBELO,ETA,A010
GLO1851SBPASBGR,GLO1851,SBPA,PORTOALEGRE,SBGR,SÃOPAULO,01-AUG-1511.40.27.000000000AM,DCT,MOMVA,ETA,F180
GLO1683SBBRSBGR,GLO1683,SBBR,BRASÍLIA,SBGR,SÃOPAULO,01-AUG-1512.46.00.000000000PM,DCT,MOMVA,ETA,F180
TAM3563SBFZSBGR,TAM3563,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1511.41.40.000000000PM,DCT H302,SDLU,ETA,F065
ONE6371SBFZSBGR,ONE6371,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1501.21.53.000000000PM,DCT ML003,MOMVA,ML003,F180
TTL5678SBPASBGR,TTL5678,SBPA,PORTOALEGRE,SBGR,SÃOPAULO,01-AUG-1505.43.43.000000000AM,IFR BRUH260/F050,SDBY,BRU,F060
TAM3467SBGOSBGR,TAM3467,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1512.23.40.000000000AM,DCT H302,SDLU,ETA,F065
TAM3547SBGLSBGR,TAM3547,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1507.20.48.000000000PM,DCT H302,SDLU,ETA,F065
TAM3685SBGLSBGR,TAM3685,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1512.16.26.000000000PM,DCT H302,SDLU,ETA,F065
TAM3741SBFZSBGR,TAM3741,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1506.36.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3168SBFISBGR,TAM3168,SBFI,FOZDOIGUAÇU,SBGR,SÃOPAULO,01-AUG-1511.31.23.000000000PM,DCT H302,SDLU,ETA,F065
TAM3345SBCFSBGR,TAM3345,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1502.52.38.000000000PM,DCT H302,SDLU,ETA,F065
TAM3493SBRPSBGR,TAM3493,SBRP,RIBEIRÃOPRETO,SBGR,SÃOPAULO,01-AUG-1509.39.22.000000000PM,DCT H302,SDLU,ETA,F065
PTB2377SBURSBGR,PTB2377,SBUR,UBERABA,SBGR,SÃOPAULO,01-AUG-1510.37.38.000000000AM,TGL NF JV,SBNF,SBJV,A025
TAM3501SBRFSBGR,TAM3501,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1510.26.12.000000000AM,DCT H302,SDLU,ETA,F065
PTB2267SBRPSBGR,PTB2267,SBRP,RIBEIRÃOPRETO,SBGR,SÃOPAULO,01-AUG-1503.14.10.000000000PM,TGL SBSR SBBU /F055,SIGAK,ETA,F055
PTB2261SBRPSBGR,PTB2261,SBRP,RIBEIRÃOPRETO,SBGR,SÃOPAULO,01-AUG-1509.26.41.000000000AM,DCT AE024,R130,AE024,F160
GLO1877SBCYSBGR,GLO1877,SBCY,CUIABÁ,SBGR,SÃOPAULO,01-AUG-1512.29.00.000000000AM,DCT AE024,R130,AE024,F160
GLO1877SBCYSBGR,GLO1877,SBCY,CUIABÁ,SBGR,SÃOPAULO,01-AUG-1512.22.00.000000000AM,DCT AE024,R130,AE024,F160
ONE6303SBRFSBGR,ONE6303,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1512.42.00.000000000AM,TGL SWXQ,SWXQ,FRAUD,F080
TAM3499SBRFSBGR,TAM3499,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1506.42.00.000000000AM,DCT H302,SDLU,ETA,F065
TAM3525SBRFSBGR,TAM3525,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1512.47.00.000000000AM,DCT H302,SDLU,ETA,F065
TAM3647SBRFSBGR,TAM3647,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1504.30.00.000000000AM,DCT H302,SDLU,ETA,F065
TAM3637SBMOSBGR,TAM3637,SBMO,MACEIÓ,SBGR,SÃOPAULO,01-AUG-1509.00.00.000000000PM,DCT H302,SDLU,ETA,F065
SAUDE01SBBISBGU,SAUDE01,SBBI,CURITIBA,SBGU,GUARAPUAVA,01-AUG-1512.25.00.000000000PM,DCT H302,SDLU,ETA,F065
SAUDE01SBBISBGU,SAUDE01,SBBI,CURITIBA,SBGU,GUARAPUAVA,01-AUG-1501.05.12.000000000PM,DCT H302,SDLU,ETA,F065
PTOPXSBCFSBGV,PTOPX,SBCF,BELOHORIZONTE,SBGV,GOVERNADORVALADARES,01-AUG-1506.20.00.000000000PM,DCT RP003 H073,M085,ETA,F190
PTSOKSBBESBHT,PTSOK,SBBE,BELÉM,SBHT,ALTAMIRA,01-AUG-1511.30.00.000000000AM,DCT H302,SDLU,ETA,F065
SLX6415SBBESBHT,SLX6415,SBBE,BELÉM,SBHT,ALTAMIRA,01-AUG-1503.07.00.000000000PM,DCT H302,SDLU,ETA,F065
SLX6414SBMASBHT,SLX6414,SBMA,MARABÁ,SBHT,ALTAMIRA,01-AUG-1508.09.00.000000000PM,DCT H302,SDLU,ETA,F065
PRGINSBBRSBHT,PRGIN,SBBR,BRASÍLIA,SBHT,ALTAMIRA,01-AUG-1503.54.48.000000000PM,DCT,TMA,DCT,F060
PRSTLSBHTSBIH,PRSTL,SBHT,ALTAMIRA,SBIH,ITAITUBA,01-AUG-1508.11.12.000000000PM,DCT,TMA,DCT,F060
TAM3618SBSPSBIL,TAM3618,SBSP,SÃOPAULO,SBIL,ILHÉUS,01-AUG-1510.32.00.000000000AM,DCT H302,SDLU,ETA,F065
TAM3696SBSPSBIL,TAM3696,SBSP,SÃOPAULO,SBIL,ILHÉUS,01-AUG-1506.24.00.000000000PM,DCT H302,SDLU,ETA,F065
AZU9248SBKPSBIL,AZU9248,SBKP,CAMPINAS,SBIL,ILHÉUS,01-AUG-1509.19.48.000000000PM,DCT H294,M357,NERVO,F180
PTOGUSBSVSBIL,PTOGU,SBSV,SALVADOR,SBIL,ILHÉUS,01-AUG-1512.20.00.000000000PM,DCT ML011,R135,ML011,F180
PUTMCSWFHSBIL,PUTMC,SWFH,ARAGUACEMA,SBIL,ILHÉUS,01-AUG-1502.19.00.000000000PM,DCT H302,SDLU,ETA,F065
PRTHESBPRSBIP,PRTHE,SBPR,BELOHORIZONTE,SBIP,IPATINGA,01-AUG-1503.50.00.000000000PM,DCT,R195,ETA,F100
PTLSESBBHSBIP,PTLSE,SBBH,BELOHORIZONTE,SBIP,IPATINGA,01-AUG-1510.55.12.000000000AM,DCT PORTO FELIZ H150,EET,ETA,F075
