AEROVIA,FIXO
UZ6  ,SBSP       
UZ6  ,SBKP       
UZ6  ,ILSUL      
UZ6  ,NEFAS      
UZ6  ,TERES      
UZ6  ,ISVEX      
UZ6  ,NIMKI      
UZ6  ,OPLID      
UZ6  ,POSDA      
UZ6  ,SASPA      
UZ6  ,BBC        
UZ6  ,KUBLA      
UZ6  ,LUVTO      
UZ6  ,NEBED      
UZ6  ,PUBOR      
UZ6  ,PUBUG      
UZ6  ,SBGP       
UZ6  ,IRULI      
UZ6  ,UTPAM      
UZ6  ,VIBOT      
UZ6  ,EROG       
UZ6  ,BSI        
UZ6  ,KOLKI      
UZ6  ,NABOL      
UZ6  ,ATYLA      
UZ6  ,BRS        
UZ6  ,TERXX      
UZ6  ,KORAN      
UZ6  ,OBDUR      
UZ6  ,SAPGI      
UZ6  ,ISTAR      
UZ6  ,CALVO      
UZ6  ,MUGIS      
UZ6  ,SBBH       
UZ6  ,SIGEL      
UZ6  ,MALVI      
UZ6  ,MNS        
UZ6  ,NINKA      
UZ6  ,TAROP      
UZ6  ,NINDI      
UZ6  ,SORAI      
UZ6  ,UNIDO      
UZ6  ,ARENA      
UZ6  ,CROWD      
UZ6  ,EGBES      
UZ6  ,ISOPI      
UZ6  ,KUNOS      
UZ6  ,MAVIK      
UZ6  ,LUNAT      
UZ6  ,PAI        
UZ6  ,TOKIM      
UZ6  ,ARVOT      
UZ6  ,KOKRU      
UZ6  ,KOKSA      
UZ6  ,KOMRA      
UZ6  ,PABUX      
UZ6  ,VAGAN      
UZ6  ,EDNAR      
UZ6  ,MABMA      
UZ6  ,ABUSE      
UZ6  ,MOMKO      
UZ6  ,PUPET      
UZ6  ,SBJR       
UZ6  ,SBGL       
UZ6  ,SBRJ       
UZ6  ,VTR        
UZ6  ,BAIAN      
UZ6  ,CARDO      
UZ6  ,BSCWR      
UZ6  ,DAGEL      
UZ6  ,XINGU      
UZ6  ,OBDOG      
UZ6  ,PANAP      
UZ6  ,POSTA      
UZ6  ,NANAR      
UZ6  ,NANXX      
UZ6  ,SASNU      
UZ6  ,ATONI      
UZ6  ,LUVSU      
UZ6  ,LUZ        
UZ6  ,SNYU       
UZ6  ,SBGV       
UZ6  ,MUMKA      
UZ6  ,IVSOB      
UZ6  ,KOTRU      
UZ6  ,MASGI      
UZ6  ,NILNI      
UZ6  ,SIPOT      
UZ6  ,BGC        
UZ6  ,EGONI      
UZ6  ,ETIGU      
UZ6  ,KODNA      
UZ6  ,MANSI      
UZ6  ,MIPAD      
UZ6  ,OPRUT      
UZ6  ,PAKUN      
UZ6  ,IVTEK      
UZ6  ,MAVBO      
UZ6  ,MIKUX      
UZ6  ,MOXIK      
UZ6  ,TELED      
UZ6  ,UTPIN      
UZ6  ,SBUL       
UZ6  ,SBMT       
UZ6  ,BOMAG      
UZ6  ,KOGLI      
UZ6  ,SNPD       
UZ6  ,SBEG       
UZ6  ,PORMI      
UZ6  ,SBAN       
UZ6  ,SNOS       
UZ6  ,SWNS       
UZ6  ,UTGIR      
UZ6  ,GEMUV      
UZ6  ,MILIX      
UZ6  ,JRP        
UZ6  ,OSABI      
UZ6  ,ACARI      
UZ6  ,AKNOV      
UZ6  ,ALBOM      
UZ6  ,ALVAR      
UZ6  ,ARMUK      
UZ6  ,ARUXA      
UZ6  ,ARVUM      
UZ6  ,ASAPA      
UZ6  ,ASOLA      
UZ6  ,BIGOD      
UZ6  ,BIVUT      
UZ6  ,DAPTA      
UZ6  ,DEMIT      
UZ6  ,DOBDA      
UZ6  ,DORNO      
UZ6  ,EGBAX      
UZ6  ,EGIMO      
UZ6  ,SBCC       
UZ6  ,SBHT       
UZ6  ,SBJC       
UZ6  ,SBMA       
UZ6  ,SBMN       
UZ6  ,SBMQ       
UZ6  ,SBPV       
UZ6  ,SBRB       
UZ6  ,SBSL       
UZ6  ,SBSN       
UZ6  ,ENRUS      
UZ6  ,ESDAG      
UZ6  ,GIKRA      
UZ6  ,ILMAN      
UZ6  ,ILNER      
UZ6  ,ILSAT      
UZ6  ,ISARA      
UZ6  ,ISOLU      
UZ6  ,JAC        
UZ6  ,KAMIR      
UZ6  ,KIGUX      
UZ6  ,KILEV      
UZ6  ,KOGPO      
UZ6  ,KOKBO      
UZ6  ,LET        
UZ6  ,LIMPO      
UZ6  ,LISAN      
UZ6  ,LIVAB      
UZ6  ,LONAS      
UZ6  ,LUSUK      
UZ6  ,MASVO      
UZ6  ,MITU       
UZ6  ,MOMSO      
UZ6  ,MOPRA      
UZ6  ,MUBGI      
UZ6  ,NEDIN      
UZ6  ,NEMIG      
UZ6  ,NIBMI      
UZ6  ,OBLEV      
UZ6  ,OSORA      
UZ6  ,PAKON      
UZ6  ,PALIO      
UZ6  ,PMS        
UZ6  ,POPTI      
UZ6  ,POSPI      
UZ6  ,POVLA      
UZ6  ,PUDLA      
UZ6  ,PUGTI      
UZ6  ,PUKLA      
UZ6  ,RBC        
UZ6  ,SBBE       
UZ6  ,ABIDE      
UZ6  ,ARPAR      
UZ6  ,BRACO      
UZ6  ,MIGOB      
UZ6  ,POSKA      
UZ6  ,SBAT       
UZ6  ,MASVA      
UZ6  ,AZOIC      
UZ6  ,GIKVI      
UZ6  ,ILNIM      
UZ6  ,KIGER      
UZ6  ,OSIRA      
UZ6  ,SBIZ       
UZ6  ,SJKI       
UZ6  ,SWLB       
UZ6  ,TEREB      
UZ6  ,SBTT       
UZ6  ,SIGOB      
UZ6  ,SJYL       
UZ6  ,SNAC       
UZ6  ,SWFN       
UZ6  ,SWGN       
UZ6  ,SWLV       
UZ6  ,SWPI       
UZ6  ,SWSI       
UZ6  ,TOSAR      
UZ6  ,UBKAB      
UZ6  ,UDIDI      
UZ6  ,UDUSA      
UZ6  ,UGAGA      
UZ6  ,UMLEV      
UZ6  ,VERDE      
UZ6  ,VILUX      
UZ6  ,VULBU      
UZ6  ,VUMPI      
UZ6  ,XOPEV      
UZ6  ,ZORRO      
UZ6  ,SJDL       
UZ6  ,UKBEV      
UZ6  ,POSTU      
UZ6  ,SBTE       
UZ6  ,RCO        
UZ6  ,SIGAX      
UZ6  ,FRM        
UZ6  ,TIR        
UZ6  ,SGC        
UZ6  ,SELVA      
UZ6  ,DIVRA      
UZ6  ,OGNAV      
UZ6  ,SCR        
UZ6  ,LUVLA      
UZ6  ,ETADA      
UZ6  ,OGTIT      
UZ6  ,OPLIP      
UZ6  ,SIAQ       
UZ6  ,SIMIS      
UZ6  ,MLO        
UZ6  ,SWPD       
UZ6  ,BEL        
UZ6  ,SBBV       
UZ6  ,ARUKI      
UZ6  ,SNOX       
UZ6  ,BCO        
UZ6  ,SBIH       
UZ6  ,ASTOB      
UZ6  ,OBGAP      
UZ6  ,OTONI      
UZ6  ,SBRD       
UZ6  ,SBCJ       
UZ6  ,ARTIK      
UZ6  ,MUPAT      
UZ6  ,SISO       
UZ6  ,ITAGU      
UZ6  ,MINUX      
UZ6  ,SWUZ       
UZ6  ,OBDOK      
UZ6  ,OPSET      
UZ6  ,MAVMO      
UZ6  ,ESLEL      
UZ6  ,SWDM       
UZ6  ,SWPM       
UZ6  ,KIGOX      
UZ6  ,MABKI      
UZ6  ,MOLPA      
UZ6  ,POXUM      
UZ6  ,ENPUP      
UZ6  ,IRUVO      
UZ6  ,PCX        
UZ6  ,SBFL       
UZ6  ,ESIGI      
UZ6  ,ILPAV      
UZ6  ,SEKLI      
UZ6  ,SWGI       
UZ6  ,ISUGO      
UZ6  ,KOGNO      
UZ6  ,OPVET      
UZ6  ,SWNV       
UZ6  ,MASON      
UZ61 ,SBSV       
UZ61 ,DEPOT      
UZ61 ,MUDOL      
UZ61 ,NINSA      
UZ61 ,OBGAR      
UZ61 ,QUARU      
UZ61 ,REMIG      
UZ61 ,SBCF       
UZ61 ,IMBES      
UZ61 ,OSABI      
UZ61 ,SNBR       
UZ61 ,PREGO      
UZ61 ,MANSI      
UZ61 ,SBGR       
UZ61 ,APORT      
UZ61 ,ERVIS      
UZ61 ,FORTI      
UZ61 ,GAVUN      
UZ61 ,KODVI      
UZ61 ,MUMLI      
UZ61 ,OBGEL      
UZ61 ,PTL        
UZ61 ,PUIDO      
UZ61 ,VUDEM      
UZ61 ,NECTO      
UZ61 ,ETIGU      
UZ61 ,EPDIM      
UZ61 ,RUBIC      
UZ61 ,SBSP       
UZ61 ,SDAM       
UZ61 ,SBBH       
UZ61 ,SDCD       
UZ61 ,SBGO       
UZ61 ,SILUB      
UZ61 ,TOMOP      
UZ61 ,ESMEM      
UZ61 ,GUTOI      
UZ61 ,SBBU       
UZ61 ,UKLEM      
UZ61 ,SBBR       
UZ61 ,BHZ        
UZ61 ,SBFZ       
UZ61 ,SBRP       
UZ61 ,BCO        
UZ61 ,SBKP       
UZ61 ,DIANA      
UZ61 ,FLZ        
UZ61 ,SNMX       
UZ61 ,ABUCU      
UZ61 ,SBIP       
UZ62 ,PAMUX      
UZ62 ,EKOXU      
UZ62 ,ILKOD      
UZ62 ,MNS        
UZ62 ,PERSA      
UZ62 ,STONE      
UZ62 ,USOBI      
UZ62 ,GLINT      
UZ62 ,MASON      
UZ62 ,MAZAR      
UZ62 ,RCO        
UZ62 ,SBRB       
UZ62 ,SBEG       
UZ62 ,SWFN       
UZ63 ,EDVEP      
UZ63 ,SELRO      
UZ63 ,SWRO       
UZ63 ,ALGAN      
UZ63 ,ATARI      
UZ63 ,DUNCE      
UZ63 ,GRD        
UZ63 ,INASU      
UZ63 ,KISAB      
UZ63 ,KOXAL      
UZ63 ,SBCG       
UZ63 ,ANGAS      
UZ63 ,NEKET      
UZ63 ,TOSAR      
UZ63 ,CIA        
UZ63 ,SBCY       
UZ63 ,OPNUP      
UZ63 ,SBFI       
UZ63 ,SSKG       
UZ63 ,SBRD       
UZ63 ,EGIMO      
UZ63 ,SNVS       
UZ63 ,SBBE       
UZ63 ,LIVAB      
UZ63 ,GETMA      
UZ63 ,ARVUM      
UZ63 ,OPVET      
UZ63 ,SNBC       
UZ63 ,ANRIR      
UZ63 ,AKSUL      
UZ63 ,SIQJ       
UZ63 ,VILUX      
UZ63 ,IVPON      
UZ63 ,SIAQ       
UZ64 ,CTB        
UZ64 ,NEGUS      
UZ64 ,SANBO      
UZ64 ,SBBI       
UZ64 ,SBCT       
UZ64 ,SSZW       
UZ64 ,KAMIL      
UZ64 ,SBVT       
UZ64 ,SBGR       
UZ64 ,SBGL       
UZ64 ,LUPTA      
UZ65 ,LONAL      
UZ65 ,PIR        
UZ65 ,SEBKA      
UZ65 ,SELRA      
UZ65 ,TEMOB      
UZ65 ,MULAP      
UZ65 ,BCO        
UZ65 ,BRU        
UZ65 ,CARMO      
UZ65 ,ENACT      
UZ65 ,FOZ        
UZ65 ,FRAUD      
UZ65 ,ILMIS      
UZ65 ,LON        
UZ65 ,MATEL      
UZ65 ,MOMVA      
UZ65 ,NERVO      
UZ65 ,OGNAV      
UZ65 ,PREGO      
UZ65 ,RAMOS      
UZ65 ,SAPGU      
UZ65 ,SBCA       
UZ65 ,SBCT       
UZ65 ,SBFI       
UZ65 ,SBGR       
UZ65 ,SBLO       
UZ65 ,SEKMI      
UZ65 ,SERRA      
UZ65 ,SIGAR      
UZ65 ,TEMED      
UZ65 ,SBRJ       
UZ65 ,NILPI      
UZ65 ,ANSUG      
UZ65 ,MOXAV      
UZ65 ,MOXEP      
UZ65 ,EDVON      
UZ65 ,OBDOK      
UZ65 ,PERAU      
UZ65 ,SBGL       
UZ65 ,UMPIG      
UZ65 ,EKABI      
UZ65 ,ISIBI      
UZ65 ,KARIU      
UZ65 ,SBCF       
UZ65 ,SBJV       
UZ65 ,UMKAM      
UZ65 ,UTMAK      
UZ65 ,GEMUV      
UZ65 ,SBYS       
UZ7  ,UTKIS      
UZ7  ,VUKER      
UZ7  ,ARMAN      
UZ7  ,BASIL      
UZ7  ,EDITE      
UZ7  ,ESLIT      
UZ7  ,IMBUD      
UZ7  ,NEUMA      
UZ7  ,OBGEL      
UZ7  ,OPSUS      
UZ7  ,PUREU      
UZ7  ,REC        
UZ7  ,TMRFS      
UZ7  ,TRS        
UZ7  ,VACAR      
UZ7  ,BEL        
UZ7  ,LICOR      
UZ7  ,ILPER      
UZ7  ,INDOB      
UZ7  ,KOGVU      
UZ7  ,MCP        
UZ7  ,NAXOT      
UZ7  ,ORBAD      
UZ7  ,RIXOM      
UZ7  ,UCROK      
UZ7  ,ISUKU      
UZ7  ,LITUL      
UZ7  ,DOGSU      
UZ7  ,OBLEV      
UZ7  ,POSMU      
UZ7  ,SBSV       
UZ7  ,SJBX       
UZ7  ,SNBG       
UZ7  ,SNKB       
UZ7  ,DABRO      
UZ7  ,EDVAR      
UZ7  ,ILRET      
UZ7  ,IVPOS      
UZ7  ,SBRF       
UZ7  ,KOKBO      
UZ7  ,SBFZ       
UZ7  ,SIFC       
UZ7  ,SBTE       
UZ7  ,GUTOI      
UZ7  ,OBGAS      
UZ7  ,VUTNO      
UZ7  ,SNOB       
UZ7  ,MOSNI      
UZ7  ,ILNOT      
UZ7  ,SBBE       
UZ7  ,MICRO      
UZ7  ,IRUXI      
UZ7  ,NECTO      
UZ7  ,DAPTA      
UZ7  ,EGIMO      
UZ7  ,SBCY       
UZ7  ,SBHT       
UZ7  ,SBMA       
UZ7  ,SBMQ       
UZ7  ,SBPJ       
UZ7  ,LIVAB      
UZ7  ,MEVOS      
UZ7  ,MITU       
UZ7  ,POVLA      
UZ7  ,PUDLA      
UZ7  ,SBPS       
UZ7  ,AZOIC      
UZ7  ,TIR        
UZ7  ,SBJU       
UZ7  ,SEVIL      
UZ7  ,RODIT      
UZ7  ,SBTF       
UZ7  ,UGATI      
UZ7  ,SNRU       
UZ7  ,BOMAG      
UZ7  ,SBEG       
UZ7  ,SINOL      
UZ7  ,UKMAT      
UZ7  ,PAPEL      
UZ7  ,MASVA      
UZ7  ,MNS        
UZ7  ,SBRB       
UZ7  ,VUMPI      
UZ7  ,NITBO      
UZ7  ,CADET      
UZ7  ,POSKA      
UZ7  ,DIANA      
UZ7  ,FLZ        
UZ7  ,MSS        
UZ7  ,ATM        
UZ7  ,STM        
UZ7  ,VILUX      
UZ7  ,KOXIR      
UZ7  ,SBIL       
UZ7  ,ENRUS      
UZ7  ,ELEFA      
UZ7  ,GIRAL      
UZ7  ,KOVTI      
UZ7  ,PAPIG      
UZ7  ,TNA        
UZ7  ,SBSL       
UZ7  ,VRI        
UZ7  ,SWSI       
UZ7  ,SBIH       
UZ72 ,AKSUL      
UZ72 ,ALGAN      
UZ72 ,BOKOV      
UZ72 ,CREMA      
UZ72 ,GRD        
UZ72 ,KOXIS      
UZ72 ,LIVER      
UZ72 ,PULOT      
UZ72 ,RETER      
UZ73 ,ANPAX      
UZ73 ,AULIC      
UZ73 ,CRANE      
UZ73 ,DARCI      
UZ73 ,DIDOM      
UZ73 ,ENACT      
UZ73 ,FOZ        
UZ73 ,ISIBI      
UZ73 ,KEVUN      
UZ73 ,LODOG      
UZ73 ,LOLAG      
UZ73 ,MALEV      
UZ73 ,MORLU      
UZ73 ,PONTE      
UZ73 ,SBFI       
UZ73 ,SBGR       
UZ73 ,SBKP       
UZ73 ,SBSP       
UZ73 ,SIPOR      
UZ73 ,TEPAB      
UZ73 ,VULIM      
UZ73 ,VUVPI      
UZ73 ,SBLO       
UZ73 ,DIONI      
UZ73 ,SBCA       
UZ73 ,ANISE      
UZ73 ,PANAM      
UZ73 ,SDCO       
UZ74 ,SBEG       
UZ74 ,SBPV       
UZ74 ,OSATU      
UZ74 ,AKVIT      
UZ74 ,BIGOD      
UZ74 ,EGBEM      
UZ74 ,IGAPO      
UZ74 ,LIXIP      
UZ74 ,MIMUM      
UZ74 ,MNS        
UZ74 ,MUPEG      
UZ74 ,OBEBA      
UZ74 ,PINUP      
UZ74 ,PVH        
UZ74 ,UPOMI      
UZ74 ,VPVH       
UZ74 ,SBRB       
UZ74 ,BOGUR      
UZ74 ,OBLEV      
UZ74 ,RCO        
UZ74 ,SBCY       
UZ74 ,AKSAB      
UZ8  ,ASTOB      
UZ8  ,CARDO      
UZ8  ,CELSO      
UZ8  ,MOLMI      
UZ8  ,SBKP       
UZ8  ,SWTS       
UZ8  ,BHZ        
UZ8  ,PROX       
UZ8  ,SBBR       
UZ8  ,ISOPI      
UZ8  ,NEFAS      
UZ8  ,MUPER      
UZ8  ,SBSP       
UZ8  ,TEXAS      
UZ8  ,SBCY       
UZ8  ,SAGAZ      
UZ8  ,MENDS      
UZ8  ,BRIDE      
UZ8  ,SBYS       
UZ8  ,TESEK      
UZ8  ,ISUKA      
UZ8  ,KOKLI      
UZ8  ,MABMA      
UZ8  ,MALMU      
UZ8  ,SBGR       
UZ8  ,ABUSE      
UZ8  ,APINO      
UZ8  ,CIA        
UZ8  ,SJCY       
UZ8  ,SNMU       
UZ8  ,SILIC      
UZ8  ,BACON      
UZ8  ,CORVO      
UZ8  ,EGONI      
UZ8  ,GAXEV      
UZ8  ,MOPNI      
UZ8  ,NINDI      
UZ8  ,PESCA      
UZ8  ,POSTA      
UZ8  ,SAMGA      
UZ8  ,CALVO      
UZ8  ,SBCF       
UZ8  ,ISIRO      
UZ8  ,LEDO       
UZ8  ,HASTE      
UZ8  ,XINGU      
UZ8  ,SCB        
UZ8  ,ILMOK      
UZ8  ,ITAMA      
UZ8  ,SBGO       
UZ8  ,ULD        
UZ8  ,ALGOX      
UZ8  ,BAG        
UZ8  ,EDPEL      
UZ8  ,ESDAD      
UZ8  ,GEMUV      
UZ8  ,MOTVI      
UZ8  ,MUMDI      
UZ8  ,NEBAL      
UZ8  ,NIDBA      
UZ8  ,OPRUT      
UZ8  ,PABAV      
UZ8  ,SAMAR      
UZ8  ,SARBI      
UZ8  ,SBBH       
UZ8  ,ARX        
UZ8  ,EDMIN      
UZ8  ,MAKMO      
UZ8  ,MOPDA      
UZ8  ,RAXUS      
UZ8  ,RONOD      
UZ8  ,RORIT      
UZ8  ,SEDSU      
UZ8  ,SBMK       
UZ8  ,SELDO      
UZ8  ,SIRUL      
UZ8  ,GNV        
UZ8  ,ROMIK      
UZ8  ,SATNA      
UZ8  ,SIQR       
UZ8  ,ENSUK      
UZ8  ,ERVEL      
UZ8  ,POSMU      
UZ8  ,SBUL       
UZ8  ,SIPOT      
UZ8  ,SWLC       
UZ8  ,UDIGI      
UZ8  ,UKAKI      
UZ8  ,VUSAK      
UZ8  ,ETIGU      
UZ8  ,NIPKI      
UZ8  ,REKAB      
UZ8  ,ACARI      
UZ8  ,ALBOM      
UZ8  ,ARMUK      
UZ8  ,ASAPA      
UZ8  ,ASOLA      
UZ8  ,BIVUT      
UZ8  ,SBCJ       
UZ8  ,SBIZ       
UZ8  ,SBPV       
UZ8  ,SBRB       
UZ8  ,SBSL       
UZ8  ,SBSN       
UZ8  ,SBTB       
UZ8  ,ESBUL      
UZ8  ,ESLEL      
UZ8  ,EVOLO      
UZ8  ,ILBEM      
UZ8  ,ISARA      
UZ8  ,ISOSA      
UZ8  ,ISUNO      
UZ8  ,JURIS      
UZ8  ,KILEV      
UZ8  ,KODPI      
UZ8  ,LIMPO      
UZ8  ,LIVAB      
UZ8  ,LUSUK      
UZ8  ,MNS        
UZ8  ,MOLPA      
UZ8  ,NEMIG      
UZ8  ,OGTUR      
UZ8  ,PAGUS      
UZ8  ,POSKA      
UZ8  ,POVLA      
UZ8  ,PUKLA      
UZ8  ,SBBE       
UZ8  ,SBBV       
UZ8  ,DADEL      
UZ8  ,NEKET      
UZ8  ,SBPJ       
UZ8  ,NECTO      
UZ8  ,KOGLU      
UZ8  ,MITU       
UZ8  ,SBEG       
UZ8  ,SBIH       
UZ8  ,UMLEV      
UZ8  ,PUGIT      
UZ8  ,SNPY       
UZ8  ,SBTF       
UZ8  ,SBTK       
UZ8  ,SBVH       
UZ8  ,SIAQ       
UZ8  ,SIGAX      
UZ8  ,SILC       
UZ8  ,SIPAK      
UZ8  ,SWFN       
UZ8  ,SWRO       
UZ8  ,TIR        
UZ8  ,TOSAR      
UZ8  ,UGAGA      
UZ8  ,VAGAN      
UZ8  ,VILUX      
UZ8  ,ZORRO      
UZ8  ,KUKOL      
UZ8  ,LET        
UZ8  ,OPKIR      
UZ8  ,PUMLA      
UZ8  ,REMIG      
UZ8  ,SBIT       
UZ8  ,SWKC       
UZ8  ,ANSUG      
UZ8  ,MOTMA      
UZ8  ,EGALE      
UZ8  ,SBCC       
UZ8  ,OSABI      
UZ8  ,MOMSO      
UZ8  ,SBTE       
UZ8  ,UDIDI      
UZ8  ,ETAXI      
UZ8  ,DIKAL      
UZ8  ,VUMPI      
UZ8  ,GILNI      
UZ8  ,AZOIC      
UZ8  ,ANRIR      
UZ8  ,KEVAD      
UZ8  ,PANAM      
UZ8  ,RELUM      
UZ8  ,SIQE       
UZ8  ,VUKEP      
UZ8  ,BUVAG      
UZ8  ,ILNAM      
UZ8  ,TEMID      
UZ8  ,POPTI      
UZ8  ,IVPON      
UZ8  ,LDP        
UZ8  ,ESIGI      
UZ8  ,MIPAD      
UZ8  ,SBOI       
UZ8  ,UBKAB      
UZ8  ,GERBO      
UZ8  ,SBAX       
UZ8  ,SJKS       
UZ8  ,LUVLA      
UZ8  ,PAJEM      
UZ8  ,SNPJ       
UZ8  ,POSVO      
UZ8  ,CNF        
UZ8  ,URB        
UZ8  ,DOBDA      
UZ8  ,MEVOS      
UZ8  ,SDCG       
UZ8  ,DOMLI      
UZ8  ,ISIBI      
UZ8  ,EQUAL      
UZ8  ,MANSI      
UZ8  ,MUBGI      
UZ8  ,VLH        
UZ8  ,AKTOR      
UZ8  ,GETMA      
UZ8  ,RON        
UZ8  ,SBCZ       
UZ8  ,SBPI       
UZ8  ,SBRD       
UZ8  ,SBMA       
UZ8  ,SIPK       
UZ8  ,ARUXA      
UZ8  ,EGBAK      
UZ8  ,LANCE      
UZ8  ,SBSO       
UZ8  ,SBUY       
UZ8  ,DIVRA      
UZ8  ,ESKIP      
UZ8  ,SWGI       
UZ8  ,REINA      
UZ8  ,ABIDE      
UZ8  ,DAPTA      
UZ8  ,EGIMO      
UZ8  ,GIKRA      
UZ8  ,LITUP      
UZ8  ,MALPO      
UZ8  ,MOXEP      
UZ8  ,SBJC       
UZ8  ,UBTAS      
UZ8  ,MASVA      
UZ8  ,MIGOB      
UZ8  ,OPTEN      
UZ8  ,EDVEP      
UZ8  ,MASVO      
UZ8  ,POXUM      
UZ8  ,SBHT       
UZ8  ,SWPI       
UZ8  ,SWPY       
UZ8  ,ENRUS      
UZ8  ,SDXY       
UZ8  ,AKSAB      
UZ8  ,RCO        
UZ8  ,GAVOM      
UZ81 ,SWPI       
UZ81 ,MIGOB      
UZ81 ,SBCZ       
UZ81 ,SNBC       
UZ81 ,MAGDA      
UZ81 ,POPTI      
UZ81 ,DAPTA      
UZ81 ,CROMO      
UZ81 ,DIANA      
UZ81 ,FLZ        
UZ81 ,ISUPI      
UZ81 ,MSS        
UZ81 ,OBLEV      
UZ81 ,PEPER      
UZ81 ,REC        
UZ81 ,RUMBA      
UZ81 ,SBRF       
UZ81 ,SEVIL      
UZ81 ,URT        
UZ81 ,AMVER      
UZ81 ,BEL        
UZ81 ,DOLTI      
UZ81 ,ILMAN      
UZ81 ,JANES      
UZ81 ,KULAB      
UZ81 ,MALPU      
UZ81 ,MASVU      
UZ81 ,MNS        
UZ81 ,NADIR      
UZ81 ,OPLIP      
UZ81 ,OPREG      
UZ81 ,OPSUT      
UZ81 ,PRI        
UZ81 ,RESIN      
UZ81 ,SAVIO      
UZ81 ,SBBE       
UZ81 ,SBEG       
UZ81 ,SBSL       
UZ81 ,SLI        
UZ81 ,STM        
UZ81 ,TOBUX      
UZ81 ,UDILO      
UZ81 ,XOLOK      
UZ81 ,CIA        
UZ81 ,SBPV       
UZ81 ,SBSN       
UZ81 ,SBJP       
UZ81 ,SBCY       
UZ81 ,SBOI       
UZ81 ,SJDS       
UZ81 ,DUBRU      
UZ81 ,SBPJ       
UZ81 ,SBFZ       
UZ81 ,SBSV       
UZ81 ,SGR        
UZ81 ,VATAP      
UZ81 ,BETAR      
UZ81 ,MABMA      
UZ81 ,MALMI      
UZ81 ,OBGAP      
UZ81 ,OIA        
UZ81 ,SBSG       
UZ81 ,SIRAP      
UZ81 ,VUMPI      
UZ81 ,ARNAM      
UZ81 ,UBKAB      
UZ81 ,VUTNO      
UZ81 ,OSIRA      
UZ81 ,UMLEV      
UZ81 ,SBMS       
UZ81 ,SIIA       
UZ81 ,SIGAX      
UZ81 ,SBRD       
UZ81 ,VAGAN      
UZ81 ,VILUX      
UZ81 ,MUNUX      
UZ81 ,NIMRA      
UZ81 ,EGIMO      
UZ81 ,SBMA       
UZ9  ,ESLUR      
UZ9  ,GEDOG      
UZ9  ,ILNOM      
UZ9  ,KOKNA      
UZ9  ,KOKNI      
UZ9  ,OPLOP      
UZ9  ,OPLUG      
UZ9  ,LUDVU      
UZ9  ,OBGEP      
UZ9  ,LUVDU      
UZ9  ,SVD        
UZ9  ,GAVUX      
UZ9  ,KODPU      
UZ9  ,LIVAD      
UZ9  ,BIRTI      
UZ9  ,EPKIM      
UZ9  ,GAVUN      
UZ9  ,ILNOS      
UZ9  ,ILSUG      
UZ9  ,IRULU      
UZ9  ,KODSA      
UZ9  ,KOKNU      
UZ9  ,LOVIS      
UZ9  ,MANPI      
UZ9  ,NIDSA      
UZ9  ,OPLUK      
UZ9  ,OPRET      
UZ9  ,ISUSO      
UZ9  ,DARLO      
UZ9  ,ESLAX      
UZ9  ,KOKMU      
UZ9  ,MAMGI      
UZ9  ,MNS        
UZ9  ,NISLA      
UZ9  ,MASTU      
UZ9  ,PALAV      
UZ9  ,SBSV       
UZ9  ,ANREV      
UZ9  ,ISESA      
UZ9  ,OPKIR      
UZ9  ,SBVT       
UZ9  ,VUKPO      
UZ9  ,IMBES      
UZ9  ,IRUXI      
UZ9  ,GEKEK      
UZ9  ,AZOIC      
UZ9  ,BIVUT      
UZ9  ,BOMAL      
UZ9  ,SBCY       
UZ9  ,SBEG       
UZ9  ,SBMD       
UZ9  ,SBMN       
UZ9  ,ENRUS      
UZ9  ,ILSUB      
UZ9  ,KOMLI      
UZ9  ,MABMA      
UZ9  ,MEVOS      
UZ9  ,PADIL      
UZ9  ,PMS        
UZ9  ,SBBV       
UZ9  ,CIA        
UZ9  ,SDNQ       
UZ9  ,SWPI       
UZ9  ,SBRD       
UZ9  ,AMAN       
UZ9  ,MASVA      
UZ9  ,SBSN       
UZ9  ,VAGAN      
UZ9  ,ESMAR      
UZ9  ,KODSI      
UZ9  ,SIRAP      
UZ9  ,DAMSI      
UZ9  ,SBRF       
UZ9  ,NECTO      
UZ9  ,NEBAN      
UZ9  ,MANDU      
UZ9  ,SBIH       
W1   ,SBJD       
W1   ,DOGSU      
W1   ,EGBES      
W1   ,PANEM      
W1   ,PCL        
W1   ,POSNA      
W1   ,SBSR       
W1   ,SBVG       
W1   ,SAGAZ      
W1   ,SBBR       
W1   ,SBCF       
W1   ,TELEX      
W1   ,VGH        
W1   ,ISVEX      
W1   ,MOSTI      
W1   ,PORDA      
W1   ,POSDA      
W1   ,PUGPU      
W1   ,SAKSU      
W1   ,SBGW       
W1   ,BGC        
W1   ,KUDOX      
W1   ,MAPMI      
W1   ,MUDAV      
W1   ,NEBED      
W1   ,PABEG      
W1   ,PABER      
W1   ,PABEV      
W1   ,PADEB      
W1   ,SNDV       
W1   ,TRIVI      
W1   ,CORAL      
W1   ,DENDE      
W1   ,FLZ        
W1   ,LOTAR      
W1   ,PAF        
W1   ,PROST      
W1   ,SVD        
W1   ,YLH        
W1   ,MOLVA      
W1   ,MOMDA      
W1   ,SARTE      
W1   ,BSCWK      
W1   ,TEMEV      
W1   ,CTB        
W1   ,LUCAS      
W1   ,SBCT       
