Fix,Latitude,Longitude
BQ026,S 21 21 17.37,W 043 43 54.14
BQ027,S 21 19 22.42,W 043 44 32.50
BRACE,S 27 02 46.80,W 048 19 15.00
BRACO,N 01 44 40.20,W 069 51 26.40
BRAKE,S 20 37 27.00,W 053 58 46.20
BRAM,S 02 29 25.04,W 044 09 00.51
BRASA,S 24 15 44.85,W 050 18 18.20
BRAZE,S 14 34 39.60,W 048 06 03.60
BREGA,S 03 13 30.00,W 059 29 07.20
BREU,S 22 11 21.60,W 050 24 51.00
BRICK,S 27 41 43.20,W 052 56 49.80
BRIDE,S 17 34 14.40,W 040 40 42.60
BRIS,S 27 01 33.00,W 052 37 00.60
BROA,S 31 03 48.60,W 054 01 52.20
BROCK,S 24 53 48.00,W 048 18 52.20
BROKE,S 02 43 27.00,W 048 27 38.40
BRUTI,S 19 52 04.80,W 048 05 59.40
BR001,S 15 59 17.40,W 048 08 29.40
BR003,S 15 52 30.30,W 048 06 25.20
BR004,S 15 46 58.20,W 048 08 31.20
BR006,S 15 52 22.00,W 048 04 17.96
BR009,S 15 52 08.80,W 048 00 49.80
BR013,S 15 52 01.60,W 047 43 47.30
BR015,S 15 52 24.37,W 048 04 17.79
BR019,S 15 52 23.30,W 047 49 22.70
BR022,S 16 23 03.76,W 048 17 02.40
BR023,S 15 52 08.91,W 047 45 41.36
BR026,S 15 53 41.33,W 047 36 33.43
BR032,S 15 36 43.91,W 047 32 38.05
BR033,S 16 09 11.52,W 048 13 28.54
BR034,S 15 01 40.01,W 047 21 03.22
BR038,S 15 51 00.31,W 048 13 11.82
BR039,S 16 00 55.57,W 047 25 40.56
BR042,S 15 45 54.10,W 047 51 54.10
BR046,S 15 58 38.40,W 047 58 18.10
BR047,S 15 58 10.20,W 047 51 03.60
BR051,S 16 05 08.40,W 048 05 49.80
BR052,S 16 03 29.40,W 047 39 49.80
BR056,S 15 46 22.00,W 047 59 08.90
BR073,S 15 16 24.60,W 047 18 20.40
BR076,S 15 48 09.57,W 047 39 05.64
BR077,S 15 56 03.71,W 048 11 12.48
BR078,S 15 52 00.14,W 047 58 33.14
BSI01,S 15 51 30.65,W 047 35 51.98
BSI02,S 15 51 41.15,W 047 35 49.28
BSI03,S 15 50 28.21,W 047 35 53.23
BSI04,S 15 50 34.55,W 047 37 19.57
BSI05,S 15 40 24.67,W 048 02 02.12
BSI07,S 15 40 39.82,W 047 51 47.82
BSI08,S 15 50 15.33,W 047 35 54.32
BSI09,S 15 53 10.75,W 047 35 47.65
BSI18,S 15 50 22.40,W 047 37 20.59
BSI20,S 15 52 37.13,W 048 14 44.82
BSI21,S 15 53 07.98,W 047 37 14.76
BSI22,S 15 52 35.57,W 048 13 26.33
BSI28,S 15 55 05.72,W 048 14 26.51
BSI29,S 15 53 02.47,W 048 14 43.53
BSI30,S 15 54 49.83,W 048 13 10.42
BSI31,S 15 52 04.22,W 047 58 31.01
BSI32,S 15 52 37.93,W 047 59 08.25
BSI33,S 15 51 42.72,W 047 53 51.84
BSI34,S 15 51 29.04,W 047 51 03.33
BSI35,S 15 52 48.39,W 047 50 37.30
BSI36,S 15 52 38.24,W 047 54 33.63
BSI37,S 15 53 25.86,W 047 35 50.11
BSI38,S 15 53 22.25,W 047 37 16.63
BSI39,S 15 51 47.26,W 047 55 39.31
BSI40,S 15 52 59.77,W 047 56 23.30
BSI41,S 15 52 55.02,W 048 14 44.22
BSI42,S 15 52 51.71,W 048 13 25.80
BUGAT,S 03 37 09.00,W 029 14 35.40
BUGS,S 27 42 20.60,W 050 20 09.20
BUMBA,S 03 33 04.20,W 065 46 11.40
BURLO,S 17 14 28.79,W 053 49 52.94
BURPO,S 19 38 09.00,W 044 07 43.80
BURVI,S 19 55 30.19,W 039 39 49.11
BURVU,S 21 29 25.80,W 048 08 12.60
BUSGO,S 10 25 19.10,W 048 11 06.94
BUSLU,S 27 08 35.49,W 049 11 48.58
BUSRI,S 22 26 46.72,W 042 11 31.40
BUSUP,S 19 37 05.24,W 043 29 38.01
BUSVA,S 23 46 52.39,W 046 46 21.95
BUTAB,S 04 07 37.80,W 069 30 36.00
BUTAP,S 00 15 49.80,W 027 08 13.20
BUTED,S 10 38 14.00,W 037 44 42.00
BUTEP,S 28 13 21.62,W 049 27 39.69
BUTKI,S 27 33 16.88,W 049 22 15.55
BUTMU,S 27 03 38.13,W 048 44 57.61
BUTOK,S 29 11 16.20,W 050 12 19.80
BUTRU,S 22 41 56.45,W 040 38 15.75
BUTUG,S 22 00 28.09,W 050 04 51.30
BUVAG,S 11 21 29.32,W 061 26 32.82
BUVAS,S 21 11 54.15,W 040 29 45.42
BUVBA,S 25 35 41.40,W 049 06 05.40
BUVER,S 21 49 28.20,W 049 54 00.00
BUVGU,S 23 45 30.00,W 046 49 24.60
BUVIM,S 20 10 12.60,W 040 13 44.40
BUVIN,S 03 02 13.80,W 060 07 15.00
BUVIP,N 01 22 15.00,W 059 13 36.00
BUVIT,S 26 20 03.94,W 048 38 49.53
BUVKA,N 01 02 30.00,W 065 08 55.00
BUVKI,S 10 34 34.80,W 065 24 46.20
BUVKU,N 03 30 43.20,W 061 07 06.60
BUVMO,S 20 27 41.40,W 040 46 10.20
BUVNA,S 02 43 45.60,W 054 50 28.80
BUVNI,S 23 10 48.81,W 046 12 26.28
BUVOM,S 05 42 09.60,W 035 08 16.20
BUVRO,S 27 00 26.41,W 048 51 40.70
BUXER,S 17 09 22.20,W 041 20 47.40
BUXEV,S 29 37 29.65,W 051 20 46.03
BUXUK,S 22 54 11.73,W 044 06 58.92
BUXUM,S 26 00 59.06,W 049 01 39.59
BV364,N 02 55 38.40,W 060 31 49.80
BV366,N 02 48 11.20,W 060 46 30.80
BV367,N 02 45 55.20,W 060 50 58.80
BV371,N 02 58 24.60,W 060 26 30.00
BV372,N 02 51 31.20,W 060 27 26.40
BV374,N 03 01 37.20,W 060 32 33.60
BV376,N 02 53 22.80,W 060 36 17.40
BV377,N 02 43 09.00,W 060 56 18.00
BV378,N 02 39 56.40,W 060 50 15.00
BV379,N 02 50 02.40,W 060 55 21.60
BV381,N 02 48 04.80,W 060 46 40.80
BV382,N 02 52 28.80,W 060 38 04.80
BV383,N 02 49 04.80,W 060 44 43.20
BZ361,S 22 55 40.10,W 042 10 57.50
BZ362,S 22 57 23.20,W 042 05 01.40
BZ363,S 22 49 55.40,W 042 11 14.50
BZ364,S 22 52 36.40,W 042 06 40.10
BZ366,S 22 49 32.50,W 042 02 22.90
BZ367,S 22 36 50.20,W 041 44 40.00
BZ368,S 22 35 07.70,W 041 50 34.80
BZ369,S 22 42 35.40,W 041 44 22.20
BZ371,S 22 39 54.50,W 041 48 56.40
BZ372,S 22 42 58.70,W 041 53 13.00
CABO,S 21 37 05.40,W 043 22 06.00
CABU,S 01 43 00.00,W 056 00 39.60
CAÇA,S 23 27 40.20,W 043 49 07.80
CADET,S 07 44 06.60,W 041 25 29.40
CADU,S 00 30 35.40,W 066 43 30.00
CAGE,S 28 32 06.00,W 052 08 45.00
CAIS,S 19 58 44.40,W 047 32 18.60
CAKE,S 29 06 50.40,W 050 37 12.00
CALA,S 03 06 32.40,W 058 55 28.80
CALAN,N 02 10 10.80,W 050 42 25.80
CALDA,S 20 05 03.60,W 044 47 24.00
CALIF,S 04 28 08.40,W 042 31 21.00
CALOI,S 11 19 05.40,W 041 58 34.80
CALVE,S 30 46 07.20,W 051 54 06.00
CALVO,S 18 25 43.80,W 039 00 45.00
CAMA,S 28 05 52.80,W 050 24 03.00
CAMBU,S 23 14 43.80,W 051 23 31.20
CAMI,N 00 30 07.20,W 051 01 33.00
CANE,S 25 02 09.60,W 054 00 41.40
CANOP,S 19 21 07.80,W 056 59 09.00
CARAM,S 17 05 57.00,W 039 12 45.60
CARDO,S 15 37 38.40,W 044 05 43.20
CARI,S 05 52 20.40,W 058 02 22.20
CARMO,S 23 47 27.60,W 051 45 00.00
CARO,S 21 27 06.60,W 045 11 15.00
CARVA,S 14 22 52.20,W 045 21 01.20
CARVE,N 02 41 57.60,W 035 06 57.60
CASTE,S 17 29 58.80,W 048 47 10.80
CASTO,S 05 48 11.04,W 035 19 53.12
CATI,S 08 46 36.60,W 049 08 22.80
CA001,S 24 56 11.11,W 053 34 16.60
CA002,S 24 52 38.09,W 053 38 09.69
CA003,S 24 48 04.19,W 053 35 53.05
CA004,S 24 54 44.66,W 053 43 09.03
CA006,S 24 49 04.96,W 053 42 02.55
CA007,S 25 10 59.19,W 053 18 01.25
CA008,S 25 03 53.91,W 053 25 49.06
CA009,S 25 07 26.60,W 053 21 55.27
CA011,S 25 05 19.01,W 053 16 55.94
CA012,S 25 11 59.48,W 053 24 14.70
CBO01,S 09 03 44.61,W 055 50 39.27
CBO02,S 09 07 50.58,W 055 52 29.06
CB001,S 22 58 47.40,W 042 22 00.60
CB002,S 23 03 30.00,W 042 16 32.40
CB003,S 22 52 26.40,W 042 19 06.00
CB004,S 22 57 32.40,W 042 15 39.00
CB005,S 22 56 08.32,W 042 08 24.11
CB006,S 22 56 28.80,W 042 10 19.80
CB007,S 22 51 45.00,W 041 46 37.20
CB008,S 22 47 03.60,W 041 52 04.80
CB009,S 22 58 07.20,W 041 49 30.60
CB010,S 22 56 47.92,W 042 11 34.38
CB011,S 22 53 01.20,W 041 52 58.20
CB012,S 22 54 05.40,W 041 58 16.80
CB013,S 22 56 03.60,W 042 08 12.60
CB014,S 22 54 30.60,W 042 00 24.00
CB015,S 22 53 51.69,W 042 12 17.09
CB016,S 22 59 44.14,W 042 10 51.63
CB018,S 22 57 27.46,W 042 14 44.67
CB019,S 22 53 05.85,W 041 53 51.86
CB020,S 22 54 25.58,W 042 00 12.14
CB021,S 22 53 45.75,W 041 57 01.98
CB022,S 22 54 14.91,W 041 54 16.52
CB023,S 22 52 34.21,W 041 54 49.06
CEILA,S 23 16 56.28,W 051 16 57.57
CEPU,S 22 38 46.80,W 049 55 10.20
CERO,S 23 22 32.40,W 050 59 31.20
CF001,S 19 49 57.30,W 043 47 04.60
CF002,S 19 50 34.00,W 043 53 09.30
CF003,S 19 44 23.40,W 043 45 37.20
CF004,S 19 46 10.90,W 043 50 34.40
CF005,S 19 38 29.42,W 043 57 41.50
CF008,S 19 25 27.60,W 044 03 07.20
CF009,S 19 31 40.20,W 044 10 36.00
CF012,S 19 33 33.50,W 044 02 14.92
CF018,S 19 26 25.42,W 044 05 27.56
CF026,S 19 15 09.40,W 044 33 30.90
CF028,S 19 20 59.87,W 044 15 47.93
CF029,S 19 21 59.29,W 044 12 47.07
CF032,S 18 43 23.47,W 043 32 55.33
CF033,S 19 15 33.76,W 043 49 19.18
CF036,S 20 17 32.40,W 043 25 01.80
CF037,S 19 48 28.80,W 043 30 46.20
CF039,S 19 34 39.75,W 043 52 46.72
CG001,S 21 09 39.00,W 053 49 58.20
CG002,S 20 12 41.40,W 054 48 13.20
CG003,S 20 49 32.40,W 054 29 24.00
CG004,S 20 52 12.00,W 054 54 54.60
CG005,S 20 22 12.45,W 054 43 11.32
CG006,S 20 31 12.00,W 054 31 34.20
CG007,S 20 20 34.20,W 055 00 10.80
CG008,S 20 44 04.20,W 054 01 10.80
CG009,S 20 39 05.40,W 054 36 10.80
CG010,S 20 25 39.78,W 054 47 52.86
CG011,S 20 32 02.40,W 054 15 31.20
CG012,S 20 10 55.20,W 054 11 03.00
CG013,S 20 07 04.20,W 054 13 41.40
CG014,S 20 06 47.13,W 054 13 50.88
CG015,S 20 35 07.02,W 054 36 12.35
CG020,S 20 27 22.88,W 054 48 34.75
CG021,S 20 24 41.74,W 054 37 04.88
CG025,S 20 24 54.74,W 054 35 16.35
CG026,S 20 22 50.98,W 055 22 29.98
CG361,S 20 32 25.80,W 054 44 31.20
CG362,S 20 36 09.00,W 054 48 06.60
CG363,S 20 33 51.60,W 054 54 01.80
CG364,S 20 39 51.60,W 054 51 42.00
CG366,S 20 41 28.80,W 054 45 07.80
CG369,S 20 23 57.60,W 054 36 21.00
CG371,S 20 20 15.00,W 054 32 46.80
CG372,S 20 22 31.80,W 054 26 52.20
CG373,S 20 16 31.80,W 054 29 12.00
CG374,S 20 14 55.20,W 054 35 45.00
CG376,S 20 31 50.40,W 054 43 57.00
CHANT,S 08 54 16.80,W 064 32 55.20
CHARA,S 23 22 04.29,W 051 01 38.38
CHORD,S 12 51 49.20,W 049 23 58.20
CH001,S 27 08 54.08,W 052 33 22.58
CH003,S 27 07 28.20,W 052 43 27.60
CH004,S 26 50 37.80,W 052 40 29.40
CH007,S 27 10 27.39,W 052 22 18.03
CH011,S 27 09 40.84,W 052 27 50.37
CH014,S 27 05 34.22,W 052 56 44.58
CH020,S 27 04 51.35,W 052 41 51.91
CH021,S 27 03 01.43,W 052 34 44.16
CH022,S 27 02 04.96,W 052 41 22.39
CH023,S 27 05 47.79,W 052 44 49.26
CH024,S 27 07 37.74,W 052 42 21.45
CIDER,S 24 07 49.80,W 040 16 23.40
CILA,S 09 55 24.00,W 067 58 40.01
CIMO,S 16 01 59.40,W 048 41 36.60
CINDA,S 10 52 08.40,W 038 03 50.40
CINTI,S 25 29 35.18,W 049 30 15.06
CITRA,S 10 41 22.80,W 067 42 44.40
CLARK,S 02 55 46.20,W 042 36 33.00
CLARO,S 25 06 30.00,W 048 35 58.80
CLIZA,S 23 11 38.88,W 046 47 01.44
CLOSE,S 20 57 57.60,W 053 44 37.80
CLOTI,S 02 07 25.80,W 067 10 05.40
CLUBE,S 02 41 43.80,W 056 13 55.20
CLUNG,S 27 45 15.00,W 050 43 49.20
CM001,S 28 44 53.40,W 049 31 27.00
CM002,S 28 42 13.20,W 049 19 32.40
CM003,S 28 58 44.40,W 049 14 45.60
CM005,S 28 39 45.18,W 049 14 34.22
CM009,S 28 35 35.26,W 049 11 24.52
CM012,S 28 44 52.15,W 049 31 23.38
CM020,S 28 46 05.94,W 049 36 54.28
CM021,S 28 50 57.42,W 049 35 30.05
CM023,S 28 42 51.23,W 049 22 23.57
CNF02,S 19 46 40.21,W 043 49 19.82
CNF06,S 19 26 52.80,W 044 06 54.00
CNF30,S 19 28 00.11,W 044 08 49.14
CN422,S 17 41 04.60,W 048 30 33.40
CN423,S 17 39 16.40,W 048 26 14.10
CN424,S 17 33 15.60,W 048 26 37.10
CN426,S 17 37 16.00,W 048 21 26.20
CN427,S 17 43 38.50,W 048 21 54.50
CN428,S 17 38 46.80,W 048 41 28.20
CN902,S 17 45 46.50,W 048 41 49.70
CN903,S 17 47 46.50,W 048 46 38.10
CN904,S 17 53 47.20,W 048 46 15.00
CN906,S 17 49 46.30,W 048 51 26.60
CN907,S 17 43 24.30,W 048 50 57.70
COCO,S 14 55 39.00,W 039 27 00.60
COLOR,S 00 50 04.20,W 048 51 29.40
CONDE,S 11 56 29.40,W 037 41 31.20
CONTA,S 07 58 44.40,W 065 42 21.60
COPO,S 15 50 13.80,W 052 51 21.00
CORAL,S 13 50 58.80,W 038 40 25.80
CORB,S 24 37 04.80,W 053 12 40.20
CORVO,S 18 54 21.00,W 048 04 50.40
COSME,S 23 16 36.60,W 045 06 25.80
COSTA,S 25 30 43.20,W 055 14 10.80
COVER,S 29 33 06.00,W 051 31 01.20
CO001,S 29 47 07.38,W 051 20 25.24
CO002,S 29 51 28.73,W 051 25 43.83
CO003,S 29 47 59.68,W 050 46 25.47
CO004,S 29 58 00.39,W 051 04 35.92
CO006,S 29 54 24.02,W 051 16 18.08
CO007,S 29 54 20.51,W 050 54 34.57
CO008,S 30 02 19.80,W 050 50 28.48
CO009,S 30 06 21.08,W 050 56 53.34
CO011,S 30 00 20.26,W 050 56 59.76
CO012,S 29 58 40.40,W 051 02 25.62
CO013,S 29 49 48.35,W 051 31 07.71
CO014,S 29 50 55.04,W 051 06 56.36
CP001,S 21 44 15.00,W 041 20 46.20
CP002,S 21 38 10.80,W 041 13 52.20
CP003,S 21 49 51.60,W 041 02 04.80
CP004,S 21 33 17.40,W 041 31 48.00
CP006,S 21 48 30.95,W 041 25 37.65
CP007,S 21 35 17.21,W 041 10 35.43
CP008,S 21 39 24.99,W 041 15 16.62
CP009,S 21 37 21.12,W 041 12 55.99
CP010,S 21 39 32.56,W 041 10 43.46
CP011,S 21 35 09.64,W 041 15 08.46
CP013,S 21 41 09.72,W 041 15 13.61
CP014,S 21 49 03.94,W 041 26 15.24
CP015,S 21 45 24.50,W 041 29 55.94
CP016,S 21 52 43.29,W 041 22 34.35
CP018,S 21 52 30.06,W 041 30 10.28
CP019,S 21 31 17.55,W 041 06 03.87
CP020,S 21 38 10.67,W 041 13 52.23
CP021,S 21 34 44.16,W 041 09 57.96
CP022,S 21 38 23.15,W 041 06 17.03
CP023,S 21 31 05.08,W 041 13 38.71
CP026,S 21 45 37.72,W 041 22 20.37
CP030,S 21 43 23.41,W 041 15 39.06
CP031,S 21 44 12.36,W 041 16 42.50
CP041,S 21 44 23.46,W 041 20 55.87
CP042,S 21 46 27.22,W 041 23 16.72
CP043,S 21 44 15.61,W 041 25 29.17
CP044,S 21 48 38.80,W 041 21 04.21
CRANE,S 25 25 50.40,W 053 48 55.80
CREMA,S 20 04 45.00,W 054 05 38.40
CRET,S 27 05 02.40,W 052 32 44.40
CRISE,S 16 31 25.80,W 047 51 36.60
CROMO,S 03 38 01.20,W 039 12 00.60
CROWD,S 18 12 53.40,W 046 34 40.20
CRUDE,N 01 44 15.00,W 033 32 58.80
CRUZ,S 22 49 30.00,W 043 40 03.00
CRY01,S 28 37 11.58,W 049 30 26.82
CRY02,S 28 37 21.87,W 049 18 30.11
CRY03,S 28 45 49.28,W 049 15 54.93
CRY04,S 28 46 13.07,W 049 33 05.92
CRY05,S 28 41 56.56,W 049 18 39.26
CRY06,S 28 42 49.51,W 049 22 23.35
CRY08,S 28 45 20.72,W 049 33 23.94
CRY09,S 28 44 50.74,W 049 31 11.73
CRY10,S 28 43 39.00,W 049 25 56.00
CR001,S 18 51 51.00,W 057 29 11.40
CR002,S 18 56 30.00,W 057 24 35.40
CR003,S 19 02 45.00,W 057 25 58.80
CR004,S 18 57 51.60,W 057 29 40.20
CR006,S 18 59 13.20,W 057 34 45.00
CR007,S 19 03 29.86,W 057 50 49.15
CR008,S 18 58 39.81,W 057 52 14.34
CR009,S 19 08 19.90,W 057 49 23.87
CR016,S 19 02 08.75,W 057 45 44.16
CTB01,S 25 32 27.91,W 049 23 18.80
CTB02,S 25 41 13.78,W 049 18 28.62
CTB03,S 25 42 06.89,W 049 17 07.24
CTB04,S 25 42 56.21,W 049 15 24.73
CTB05,S 25 43 10.47,W 049 14 46.37
CTB06,S 25 43 31.81,W 049 06 33.02
CTB07,S 25 19 53.19,W 049 09 50.76
CTB08,S 25 22 36.39,W 049 01 39.79
CTB09,S 25 34 09.75,W 048 57 01.39
CTB10,S 25 23 10.19,W 049 20 06.10
CTB11,S 25 23 14.03,W 049 20 01.81
CTB12,S 25 40 26.20,W 049 00 44.99
CTB13,S 25 40 16.99,W 049 00 55.35
CT002,S 25 26 52.20,W 049 24 49.80
CT003,S 27 27 35.51,W 049 02 33.37
CT004,S 25 18 48.60,W 049 16 05.40
CT007,S 25 42 43.20,W 048 58 12.00
CT008,S 25 36 36.60,W 048 56 09.00
CT009,S 25 44 40.80,W 049 04 54.60
CT013,S 25 32 15.00,W 048 49 50.40
CT014,S 25 37 48.00,W 048 54 24.00
CT016,S 25 32 04.80,W 048 56 28.80
CT017,S 25 31 56.40,W 049 02 00.00
CT018,S 25 37 24.00,W 049 17 58.20
CT019,S 25 39 48.60,W 049 17 24.00
CT021,S 25 24 13.20,W 049 18 48.00
CT022,S 25 51 53.32,W 048 55 35.85
CT023,S 25 46 15.60,W 048 54 16.80
CT024,S 25 16 30.60,W 049 27 27.60
CT026,S 25 26 43.82,W 048 33 12.46
CT027,S 25 45 01.20,W 049 37 01.20
CT028,S 25 25 40.20,W 049 23 56.40
CT029,S 25 36 58.80,W 049 24 19.20
CT031,S 25 31 23.40,W 049 21 51.60
CT032,S 25 31 32.40,W 049 16 19.80
CT033,S 25 40 58.59,W 048 25 04.40
CT034,S 25 41 38.40,W 049 32 01.20
CT036,S 25 55 02.40,W 049 16 26.40
CT037,S 25 22 04.50,W 049 08 42.58
CT039,S 25 07 52.80,W 049 13 18.00
CT041,S 25 21 51.60,W 048 45 53.40
CT042,S 25 31 12.00,W 049 28 29.40
CT043,S 25 08 30.87,W 049 12 55.39
CT044,S 25 15 23.69,W 049 24 02.80
CT046,S 24 56 30.66,W 049 26 00.59
CT047,S 25 12 51.07,W 049 41 30.98
CT048,S 25 21 32.50,W 048 55 03.83
CT049,S 25 09 58.38,W 049 36 05.10
CT051,S 25 21 51.25,W 049 02 59.29
CT053,S 25 34 01.55,W 049 03 32.85
CT054,S 25 40 55.96,W 049 13 15.30
CT056,S 25 32 02.58,W 048 58 38.97
CT057,S 25 31 52.33,W 049 04 10.94
CT058,S 25 31 57.48,W 049 01 24.83
CT059,S 25 37 05.67,W 049 04 30.61
CT061,S 25 00 13.35,W 049 22 18.98
CT062,S 25 27 35.51,W 049 02 33.37
CT063,S 25 18 57.95,W 049 05 07.04
CUARA,S 30 22 10.80,W 056 26 59.40
CUBO,S 05 49 10.80,W 049 09 36.00
CUNA,S 31 14 00.00,W 053 46 00.00
CURSE,S 24 09 07.20,W 047 09 45.60
CURUK,S 03 42 57.60,W 048 51 43.80
CXI01,S 22 44 20.61,W 043 06 18.13
CXI02,S 22 46 32.99,W 043 10 40.75
CXI03,S 22 45 17.12,W 043 21 08.09
CXI04,S 22 39 08.57,W 043 30 19.15
CXI06,S 22 47 03.65,W 043 18 30.73
CXI07,S 22 49 31.40,W 042 58 17.39
CXI08,S 22 40 14.43,W 043 28 32.93
CXI09,S 22 45 05.59,W 043 07 51.24
CXI10,S 22 46 32.37,W 043 10 42.05
CXI11,S 22 40 17.75,W 042 58 16.68
CXI16,S 22 49 31.33,W 042 58 17.35
CXI17,S 22 39 07.89,W 043 30 18.86
CX001,S 28 58 57.00,W 051 16 31.80
CX002,S 29 00 45.60,W 051 23 28.80
CX004,S 29 04 21.60,W 051 19 30.60
CX006,S 29 07 57.60,W 051 15 32.40
CX007,S 29 22 58.80,W 050 58 52.80
CX009,S 29 15 48.00,W 051 06 51.60
CX011,S 29 16 55.80,W 050 56 36.60
CX012,S 29 19 23.40,W 051 02 52.20
CX013,S 29 15 48.00,W 051 06 51.60
CX016,S 29 07 57.60,W 051 15 32.40
CX201,S 29 07 10.92,W 050 55 29.39
CX202,S 29 10 50.45,W 051 00 55.74
CX203,S 29 13 53.22,W 051 05 27.99
CX204,S 29 13 38.57,W 051 09 15.00
CX205,S 29 11 53.75,W 051 07 12.09
CX206,S 29 12 12.29,W 051 10 50.56
CX207,S 28 57 26.22,W 051 07 49.19
CX208,S 29 02 46.11,W 051 10 59.31
CX209,S 29 07 12.63,W 051 13 38.00
CX210,S 29 08 22.32,W 051 11 06.23
CX211,S 29 10 07.09,W 051 13 09.13
CX212,S 29 11 33.40,W 051 11 33.63
CY001,S 15 53 07.30,W 055 59 34.60
CY002,S 15 53 05.00,W 056 06 10.80
CY003,S 15 47 53.80,W 055 55 46.90
CY004,S 15 48 39.60,W 056 01 57.30
CY006,S 15 44 11.80,W 056 04 19.80
CY007,S 15 25 14.00,W 056 14 24.40
CY008,S 15 25 16.30,W 056 07 49.30
CY009,S 15 30 27.40,W 056 18 12.10
CY011,S 15 29 41.80,W 056 12 02.30
CY012,S 15 34 09.70,W 056 09 40.00
CZ001,S 07 35 07.80,W 073 02 54.60
CZ002,S 07 41 00.00,W 072 59 14.40
CZ003,S 07 29 40.80,W 072 58 39.00
CZ004,S 07 35 27.00,W 072 56 52.80
CZ006,S 07 35 42.60,W 072 51 51.00
CZ007,S 07 36 51.60,W 072 29 25.70
CZ008,S 07 31 00.10,W 072 33 06.42
CZ009,S 07 42 18.90,W 072 33 41.60
CZ011,S 07 36 33.00,W 072 35 27.60
CZ012,S 07 36 17.60,W 072 40 29.50
CZ016,S 07 36 11.40,W 072 42 30.00
CZ017,S 07 35 48.60,W 072 49 50.40
CZ018,S 07 32 06.00,W 072 45 04.80
CZ019,S 07 41 01.20,W 072 46 25.80
DABEK,S 04 18 53.60,W 037 42 15.64
DABIG,S 21 20 18.83,W 053 21 09.15
DABLA,S 05 45 29.40,W 035 25 33.00
DABLI,S 12 08 16.28,W 049 46 53.62
DABNO,S 26 28 01.79,W 048 53 46.68
DABOS,S 23 11 46.88,W 046 33 07.45
DABUN,S 12 17 53.82,W 060 29 45.98
DABVO,S 03 13 51.85,W 054 07 01.50
DADAK,S 20 36 24.00,W 047 17 46.80
DADED,S 10 08 58.20,W 066 53 34.80
DADEL,S 12 31 58.80,W 056 13 46.80
DADEM,S 22 16 52.30,W 046 57 25.30
DADGO,S 22 54 03.00,W 047 16 59.40
DADIB,S 23 06 30.40,W 046 59 36.00
DADMO,S 28 28 26.43,W 049 40 17.09
DADNA,S 17 32 32.40,W 040 47 37.80
DADOV,S 20 15 22.80,W 049 09 52.80
DADOX,S 20 03 36.00,W 040 03 27.60
DADPU,S 21 56 03.60,W 046 22 25.20
DADRA,S 03 26 43.80,W 059 57 01.80
DADRI,S 23 49 36.60,W 055 37 46.20
DADRO,S 20 33 24.60,W 040 08 49.20
DADUS,S 25 32 58.20,W 049 54 00.00
DADUT,S 30 59 04.16,W 054 09 00.28
DAGAM,S 06 10 40.80,W 017 14 52.80
DAGAT,S 22 41 34.30,W 047 14 44.30
DAGBA,S 19 58 48.60,W 048 53 31.20
DAGBI,N 00 20 38.40,W 051 09 06.00
DAGEL,S 18 00 24.00,W 039 58 07.20
DAGEN,S 19 03 54.60,W 044 10 28.80
DAGEP,S 19 16 03.60,W 048 27 27.60
DAGIN,S 27 17 24.00,W 046 05 10.00
DAGLO,S 22 38 23.81,W 040 09 56.71
DAGOL,S 25 44 57.60,W 054 53 18.00
DAGOV,S 17 35 12.00,W 041 55 24.00
DAGPI,S 24 45 58.99,W 048 56 44.39
DAGTI,S 02 56 18.51,W 059 52 14.72
DAGUB,S 22 58 16.65,W 045 38 12.64
DAGUT,S 05 06 48.46,W 042 34 54.92
DAISE,S 29 03 04.80,W 050 46 51.60
DAKAP,N 00 00 00.00,W 039 00 00.00
DAKAT,S 30 05 01.80,W 051 25 00.60
DAKAV,S 23 15 46.00,W 045 43 13.00
DAKAX,S 03 27 19.35,W 060 33 05.61
DAKBU,S 19 55 40.12,W 057 29 22.14
DAKDA,S 21 16 52.47,W 043 05 37.07
DAKEM,S 21 25 03.60,W 050 12 21.60
DAKER,S 25 38 57.00,W 054 25 12.00
DAKIN,S 20 00 14.40,W 040 22 19.20
DAKIP,S 09 07 59.40,W 055 22 30.60
DAKIS,S 33 13 28.20,W 053 31 12.00
DAKMI,S 25 46 52.20,W 049 32 16.20
DAKRU,S 27 43 08.04,W 048 27 01.69
DAKUD,S 25 39 39.44,W 049 02 40.13
DAKUN,S 28 20 16.87,W 052 21 44.18
DALF,S 28 19 03.60,W 051 57 54.60
DALIG,S 23 11 48.34,W 046 17 36.82
DALIL,S 19 04 23.57,W 052 37 49.78
DALMA,S 10 12 51.00,W 041 27 55.20
DALMU,S 21 10 28.68,W 050 52 19.40
DALOD,S 02 55 53.20,W 059 49 31.26
DALUB,S 28 59 53.72,W 050 52 57.44
DALUV,S 15 40 54.00,W 047 57 49.20
DALVO,S 23 54 14.30,W 046 17 33.22
DAMAV,S 11 20 06.89,W 037 39 12.68
DAMES,S 11 44 11.14,W 040 48 26.32
DAMEX,S 11 23 45.00,W 044 08 36.60
DAMIR,S 31 45 37.50,W 053 45 22.83
DAMSI,S 07 22 17.97,W 051 00 18.42
DAMTA,S 10 19 39.55,W 048 34 21.04
DAMTI,S 21 42 52.68,W 041 19 12.62
